date;title;artist;danceability
2017-12-21;Sauce It Up;lil uzi vert;813
2017-12-21;Bad At Love;halsey;675
2017-12-21;...Ready For It?;taylor swift;616
2017-12-21;Greatest Love Story;lanco;671
2017-12-21;Too Good At Goodbyes;sam smith;661
2017-12-21;No Limit;g-eazy;838
2017-12-21;Pills And Automobiles;chris brown;0.82
2017-12-21;I'll Name The Dogs;blake shelton;0.47
2017-12-21;Dusk Till Dawn;zayn;258
2017-12-21;Love So Soft;kelly clarkson;808
2017-12-21;Rockstar;post malone;575
2017-12-21;I Fall Apart;post malone;573
2017-12-21;Sky Walker;miguel;674
2017-12-21;Plain Jane;a$ap ferg;797
2017-12-21;Let Me Go;hailee steinfeld;667
2017-12-21;Like I Loved You;brett young;579
2017-12-21;Round Here Buzz;eric church;639
2017-12-21;Losing Sleep;chris young;584
2017-12-21;How Long;charlie puth;849
2017-12-21;The Christmas Song (Merry Christmas To You);nat king cole;359
2017-12-21;Lights Down Low;max;623
2017-12-21;Let You Down;nf;656
2017-12-21;Yours;russell dickerson;555
2017-12-21;Wolves;selena gomez;0.72
2017-12-21;Meant To Be;bebe rexha;643
2017-12-21;Candy Paint;post malone;765
2017-12-21;Good Old Days;macklemore;712
2017-12-21;Mayores;becky g;743
2017-12-21;You Broke Up With Me;walker hayes;846
2017-12-21;Too Much To Ask;niall horan;509
2017-12-21;Ask Me How I Know;garth brooks;0.54
2017-12-21;MotorSport;migos, nicki minaj;896
2017-12-21;Ric Flair Drip;offset;0.88
2017-12-21;Ghostface Killers;21 savage, offset;782
2017-12-21;Rubbin Off The Paint;ybn nahmir;596
2017-12-21;Lemon;n*e*r*d;777
2017-12-21;Broken Halos;chris stapleton;607
2017-12-21;Gummo;6ix9ine;689
2017-12-21;Betrayed;lil xan;823
2017-12-21;Pick It Up;famous dex;921
2017-12-21;Wanted You;nav;793
2017-12-21;End Game;taylor swift;453
2017-12-21;Echame La Culpa;luis fonsi;726
2017-12-21;When We;tank;635
2017-12-21;Written In The Sand;old dominion;725
2017-12-21;All On Me;devin dawson;634
2017-12-21;Faking It;calvin harris;776
2017-12-21;It's The Most Wonderful Time Of The Year;andy williams;0.24
2017-12-21;A Holly Jolly Christmas;burl ives;665
2017-12-21;Tell Me You Love Me;demi lovato;536
2017-12-21;Codeine Dreaming;kodak black;736
2017-12-21;MIC Drop;bts;613
2017-12-21;Krippy Kush;farruko, nicki minaj, bad bunny, 21 savage;708
2017-12-21;Him & I;g-eazy;589
2017-12-21;Kooda;6ix9ine;888
2017-12-21;Juice;yo gotti;887
2017-12-21;Bella y Sensual;romeo santos;635
2017-12-21;Marry Me;thomas rhett;588
2017-12-21;Five More Minutes;scotty mccreery;517
2017-12-21;Criminal;natti natasha;814
2017-12-16;Slow Hands;niall horan;726
2017-12-16;Strip That Down;liam payne;0.87
2017-12-16;Do Re Mi;blackbear;742
2017-12-16;Rake It Up;yo gotti;0.91
2017-12-16;Praying;kesha;565
2017-12-16;Fix A Drink;chris janson;563
2017-12-16;Go Flex;post malone;662
2017-12-16;Walk On Water;eminem;0.56
2017-12-16;It's Everyday Bro;jake paul;0.79
2017-12-16;Beautiful Trauma;p!nk;412
2017-12-16;Legends;kelsea ballerini;575
2017-12-16;Total Eclipse Of The Heart;chloe kohanski;533
2017-12-16;Perro Fiel;shakira;0.75
2017-12-09;Glorious;macklemore;731
2017-12-09;Every Little Thing;carly pearce;637
2017-12-09;Relationship;young thug;842
2017-12-09;Questions;chris brown;614
2017-12-09;Awful Things;lil peep;368
2017-12-09;Home;machine gun kelly,;653
2017-12-09;No Smoke;youngboy never broke again;658
2017-12-09;The Rest Of Our Life;tim mcgraw;617
2017-12-02;Something Just Like This;the chainsmokers;607
2017-12-02;XO TOUR Llif3;lil uzi vert;732
2017-12-02;What Ifs;kane brown;612
2017-12-02;Crew;goldlink;728
2017-12-02;Smooth;florida georgia line;471
2017-12-02;Gorgeous;taylor swift;797
2017-12-02;Patek Water;future;0.86
2017-12-02;Rap Saved Me;21 savage, offset;845
2017-12-02;Call It What You Want;taylor swift;597
2017-12-02;Female;keith urban;562
2017-12-02;The Plan;g-eazy;826
2017-11-25;Body Like A Back Road;sam hunt;731
2017-11-25;Wild Thoughts;dj khaled;613
2017-11-25;My Choppa Hate N****s;21 savage;862
2017-11-25;Pray;sam smith;637
2017-11-25;Wait;maroon 5;648
2017-11-25;Pull Up N Wreck;big sean;487
2017-11-25;Mad Stalkers;21 savage, offset;0.9
2017-11-25;Nightmare;offset;739
2017-11-18;Location;khalid;736
2017-11-18;Heartache On The Dance Floor;jon pardi;594
2017-11-18;All The Pretty Girls;kenny chesney;612
2017-11-18;B.E.D.;jacquees;0.73
2017-11-18;More Girls Like You;kip moore;551
2017-11-18;Too Hotty;quavo, takeoff;unknown
2017-11-18;High End;chris brown;725
2017-11-11;Butterfly Effect;travis scott;763
2017-11-11;Love Galore;sza;795
2017-11-11;Escapate Conmigo;wisin;744
2017-11-11;It's A Vibe;2 chainz;841
2017-11-11;Friends;justin bieber + bloodpop;744
2017-11-11;No Cap;future;0.8
2017-11-11;Feed Me Dope;future;853
2017-11-11;All Da Smoke;future;893
2017-11-11;4 Da Gang;future;705
2017-11-11;Bedroom Floor;liam payne;597
2017-11-11;Three;future;725
2017-11-04;Say You Won't Let Go;james arthur;358
2017-11-04;No Promises;cheat codes;739
2017-11-04;Small Town Boy;dustin lynch;554
2017-11-04;Do I Make You Wanna;billy currington;549
2017-11-04;Feels;calvin harris;893
2017-11-04;They Don't Know;jason aldean;536
2017-11-04;Curve;gucci mane;0.76
2017-11-04;Stunting Ain't Nuthin;gucci mane;0.86
2017-10-28;Loyalty.;kendrick lamar;681
2017-10-28;DNA;bts;598
2017-10-28;No Promises;a boogie wit da hoodie;759
2017-10-28;Say A';a boogie wit da hoodie;831
2017-10-28;Almost Like Praying;lin-manuel miranda;471
2017-10-28;Heaven;kane brown;677
2017-10-28;Dear Hate;maren morris;526
2017-10-21;Redbone;childish gambino;743
2017-10-21;No Such Thing As A Broken Heart;old dominion;0.65
2017-10-21;It Ain't My Fault;brothers osborne;723
2017-10-21;Whatever You Need;meek mill;519
2017-10-21;Hi Bich;bhad bhabie;924
2017-10-21;Undefeated;a boogie wit da hoodie;717
2017-10-21;Beast Mode;a boogie wit da hoodie;611
2017-10-14;Stay;zedd;457
2017-10-14;I'm The One;dj khaled;599
2017-10-14;Felices Los 4;maluma;755
2017-10-14;Fetish;selena gomez;707
2017-10-14;Back To You;louis tomlinson;683
2017-10-14;Wish I Knew You;the revivalists;651
2017-10-07;Mask Off;future;833
2017-10-07;Drinkin' Problem;midland;628
2017-10-07;No Complaints;metro boomin;914
2017-10-07;Everybody Dies In Their Nightmares;xxxtentacion;734
2017-10-07;These Heaux;bhad bhabie;852
2017-10-07;Homemade Dynamite;lorde;563
2017-09-30;Magnolia;playboi carti;791
2017-09-30;Versace On The Floor;bruno mars;578
2017-09-30;Swish Swish;katy perry;836
2017-09-30;444+222;lil uzi vert;791
2017-09-30;Found You;kane brown;0.46
2017-09-23;My Girl;dylan scott;652
2017-09-23;Reminder;the weeknd;0.71
2017-09-23;Most Girls;hailee steinfeld;0.76
2017-09-23;Somebody Else Will;justin moore;478
2017-09-23;Dark Queen;lil uzi vert;747
2017-09-23;X;lil uzi vert;623
2017-09-23;Neon Guts;lil uzi vert;859
2017-09-23;Revenge;xxxtentacion;746
2017-09-23;No Fear;dej loaf;614
2017-09-16;It Ain't Me;kygo;648
2017-09-16;DNA.;kendrick lamar;637
2017-09-16;Down;fifth harmony;0.53
2017-09-16;Two;lil uzi vert;732
2017-09-16;For Real;lil uzi vert;902
2017-09-16;UnFazed;lil uzi vert;778
2017-09-16;No Sleep Leak;lil uzi vert;788
2017-09-16;Depression & Obsession;xxxtentacion;769
2017-09-16;Save Me;xxxtentacion;731
2017-09-16;Carry On;xxxtentacion;735
2017-09-09;Castle On The Hill;ed sheeran;461
2017-09-09;Drowning;a boogie wit da hoodie;839
2017-09-09;Now Or Never;halsey;658
2017-09-09;Everyday We Lit;yfn lucci;758
2017-09-09;You Look Good;lady antebellum;653
2017-09-09;Flatliner;cole swindell;555
2017-09-09;Privacy;chris brown;741
2017-09-09;4:00 AM;2 chainz;796
2017-09-09;2U;david guetta;542
2017-09-09;Honest;the chainsmokers;673
2017-09-09;For Her;chris lane;0.51
2017-09-09;Perplexing Pegasus;rae sremmurd;897
2017-09-09;Patty Cake;kodak black;806
2017-09-09;Know No Better;major lazer;738
2017-09-09;Untouchable;youngboy never broke again;0.78
2017-09-09;Younger Now;miley cyrus;573
2017-09-09;Its Every Night Sis;ricegum;887
2017-09-02;In Case You Didn't Know;brett young;599
2017-09-02;Slippery;migos;0.92
2017-09-02;Craving You;thomas rhett;607
2017-09-02;First Day Out;tee grizzley;587
2017-09-02;Malibu;miley cyrus;565
2017-09-02;El Amante;nicky jam;683
2017-09-02;Bad Liar;selena gomez;0.95
2017-09-02;Wokeuplikethis*;playboi carti;785
2017-09-02;It's Goin' Down;descendants 2 cast;0.57
2017-09-02;Something New;wiz khalifa;814
2017-08-26;Issues;julia michaels;725
2017-08-26;What's My Name;china anne mcclain, thomas doherty;725
2017-08-26;You Da Baddest;future;807
2017-08-26;OMG;camila cabello;655
2017-08-26;Chillin' Like A Villain;sofia carson, cameron boyce, booboo stewart;676
2017-08-19;Rolex;ayo;804
2017-08-19;Passionfruit;drake;804
2017-08-19;Swalla;jason derulo;696
2017-08-19;God, Your Mama, And Me;florida georgia line;439
2017-08-19;Heavy;linkin park;0.59
2017-08-19;Subeme La Radio;enrique iglesias;684
2017-08-19;Signs;drake;0.79
2017-08-19;Learn To Let Go;kesha;515
2017-08-12;Closer;the chainsmokers;748
2017-08-12;In The End;linkin park;542
2017-08-12;Numb;linkin park;496
2017-08-12;The Fighter;keith urban;681
2017-08-12;Yours If You Want It;rascal flatts;548
2017-08-12;The Story Of O.J.;jay-z;708
2017-08-12;Issues;meek mill;784
2017-08-12;Wins & Losses;meek mill;519
2017-08-12;1942 Flows;meek mill;0.63
2017-08-12;Imitadora;romeo santos;737
2017-08-12;We Ball;meek mill;624
2017-08-12;F**k That Check Up;meek mill;861
2017-08-12;Heavy Heart;meek mill;472
2017-08-05;24K Magic;bruno mars;818
2017-08-05;Bad And Boujee;migos;927
2017-08-05;iSpy;kyle;746
2017-08-05;The Cure;lady gaga;695
2017-08-05;Every Time I Hear That Song;blake shelton;523
2017-08-05;Weak;ajr;672
2017-08-05;Element.;kendrick lamar;734
2017-08-05;Crying In The Club;camila cabello;334
2017-08-05;Rollin;calvin harris;754
2017-08-05;4:44;jay-z;694
2017-08-05;A Lie;french montana;516
2017-08-05;Jerika;jake paul;548
2017-08-05;Woman;kesha;743
2017-07-29;Hurricane;luke combs;464
2017-07-29;Slide;calvin harris;736
2017-07-29;Bam;jay-z;unknown
2017-07-29;Family Feud;jay-z;unknown
2017-07-29;Kill Jay Z;jay-z;611
2017-07-29;Smile;jay-z;unknown
2017-07-29;Caught Their Eyes;jay-z;unknown
2017-07-29;Moonlight;jay-z;unknown
2017-07-29;Marcy Me;jay-z;unknown
2017-07-29;Get Low;zedd;714
2017-07-29;Famous;21 savage;779
2017-07-22;Goosebumps;travis scott;841
2017-07-22;T-Shirt;migos;865
2017-07-22;Tunnel Vision;kodak black;497
2017-07-22;Losin Control;russ;759
2017-07-22;Portland;drake;924
2017-07-22;How Not To;dan + shay;501
2017-07-22;Sign Of The Times;harry styles;516
2017-07-22;Who Dat Boy;tyler, the creator;706
2017-07-22;Extra Luv;future;831
2017-07-15;Cold;maroon 5;699
2017-07-15;Good Drank;2 chainz;834
2017-07-15;Shining;dj khaled;768
2017-07-15;If I Told You;darius rucker;532
2017-07-15;To The Max;dj khaled;461
2017-07-15;Don't Quit;dj khaled;652
2017-07-15;On Everything;dj khaled;542
2017-07-08;Scars To Your Beautiful;alessia cara;591
2017-07-08;Look At Me!;xxxtentacion;763
2017-07-08;My Old Man;zac brown band;0.64
2017-07-08;Nobody Else But You;trey songz;708
2017-07-08;First Day Out;kodak black;806
2017-07-08;Real Hitta;plies;559
2017-07-01;Swang;rae sremmurd;678
2017-07-01;Black;dierks bentley;663
2017-07-01;Hometown Girl;josh turner;505
2017-07-01;Gyalchester;drake;872
2017-07-01;Bon Appetit;katy perry;803
2017-06-24;Rockabye;clean bandit;0.72
2017-06-24;Scared To Be Lonely;martin garrix;584
2017-06-24;Human;rag'n'bone man;602
2017-06-24;Peek A Boo;lil yachty;953
2017-06-24;Met Gala;gucci mane;817
2017-06-17;Paris;the chainsmokers;646
2017-06-17;Me Enamore;shakira;0.74
2017-06-17;Somethin Tells Me;bryson tiller;735
2017-06-17;Self-Made;bryson tiller;932
2017-06-17;Don't Get Too High;bryson tiller;0.88
2017-06-17;Run Me Dry;bryson tiller;646
2017-06-17;There For You;martin garrix;611
2017-06-17;No Longer Friends;bryson tiller;652
2017-06-17;Strangers;halsey;695
2017-06-10;Any Ol' Barstool;jason aldean;536
2017-06-10;Chained To The Rhythm;katy perry;0.52
2017-06-10;At My Best;machine gun kelly;537
2017-06-10;Either Way;chris stapleton;641
2017-06-10;Deja Vu;lauren duski;384
2017-06-10;Money On You;chris blue;628
2017-06-10;The Dance;lauren duski;292
2017-06-10;Boy;lee brice;498
2017-06-03;Love On The Brain;rihanna;506
2017-06-03;Bounce Back;big sean;0.77
2017-06-03;I Feel It Coming;the weeknd;767
2017-06-03;I Don't Wanna Live Forever (Fifty Shades Darker);zayn;737
2017-06-03;Both;gucci mane;0.85
2017-06-03;The Weekend;brantley gilbert;0.53
2017-06-03;Yeah Boy;kelsea ballerini;589
2017-06-03;Prblms;6lack;579
2017-06-03;Cake;flo rida;786
2017-06-03;Good Life;g-eazy;565
2017-06-03;Whatever It Takes;imagine dragons;675
2017-06-03;Ghost In This House;lauren duski;379
2017-05-27;Moves;big sean;789
2017-05-27;Down;marian hill;597
2017-05-27;Galway Girl;ed sheeran;624
2017-05-27;The Night We Met;lord huron;441
2017-05-27;Everybody;logic;629
2017-05-20;Can't Stop The Feeling!;justin timberlake;669
2017-05-20;Party;chris brown;762
2017-05-20;Call On Me;starley;0.67
2017-05-20;You're Welcome;dwayne johnson;782
2017-05-20;Selfish;future;415
2017-05-20;XXX.;kendrick lamar;0.65
2017-05-20;Yah.;kendrick lamar;648
2017-05-20;First Time;kygo;633
2017-05-20;Sweet Creature;harry styles;427
2017-05-13;Mercy;shawn mendes;568
2017-05-13;How Far I'll Go;auli'i cravalho;576
2017-05-13;Deja Vu;j. cole;653
2017-05-13;Green Light;lorde;598
2017-05-13;No Frauds;nicki minaj, drake;873
2017-05-13;Still Got Time;zayn;748
2017-05-13;Feel.;kendrick lamar;731
2017-05-13;Pride.;kendrick lamar;672
2017-05-13;Lust.;kendrick lamar;651
2017-05-13;Fear.;kendrick lamar;585
2017-05-13;God.;kendrick lamar;696
2017-05-13;Lust For Life;lana del rey;506
2017-05-13;Hard Times;paramore;695
2017-05-06;Dirt On My Boots;jon pardi;685
2017-05-06;Fast;luke bryan;548
2017-05-06;Blood.;kendrick lamar;353
2017-05-06;Duckworth.;kendrick lamar;546
2017-05-06;Black SpiderMan;logic;617
2017-04-29;Starboy;the weeknd;675
2017-04-29;Don't Wanna Know;maroon 5;776
2017-04-29;Fake Love;drake;927
2017-04-29;Play That Song;train;392
2017-04-29;How Far I'll Go;alessia cara;315
2017-04-29;Think A Little Less;michael ray;521
2017-04-29;Road Less Traveled;lauren alaina;615
2017-04-29;Draco;future;804
2017-04-29;Free Smoke;drake;617
2017-04-29;Blem;drake;724
2017-04-29;Teenage Fever;drake;768
2017-04-29;The One;the chainsmokers;0.76
2017-04-29;Bar At The End Of The World;kenny chesney;529
2017-04-22;Bad Things;machine gun kelly;677
2017-04-22;Water Under The Bridge;adele;596
2017-04-22;Million Reasons;lady gaga;665
2017-04-22;Sacrifices;drake;903
2017-04-22;Speak To A Girl;tim mcgraw;466
2017-04-22;The Heart Part 4;kendrick lamar;672
2017-04-22;Tin Man;miranda lambert;425
2017-04-22;Conscience;kodak black;666
2017-04-22;Heatstroke;calvin harris;786
2017-04-15;Party Monster;the weeknd;585
2017-04-15;Everyday;ariana grande;0.64
2017-04-15;Get It Together;drake;0.78
2017-04-15;No Long Talk;drake;919
2017-04-15;KMT;drake;872
2017-04-15;4422;drake;621
2017-04-15;Jorja Interlude;drake;719
2017-04-15;Madiba Riddim;drake;834
2017-04-15;Ice Melts;drake;813
2017-04-15;Do Not Disturb;drake;787
2017-04-15;Glow;drake;669
2017-04-15;Can't Have Everything;drake;636
2017-04-15;Nothings Into Somethings;drake;0.76
2017-04-08;Let Me Love You;dj snake;652
2017-04-08;Make Me (Cry);noah cyrus;588
2017-04-08;Kill A Word;eric church;653
2017-04-08;Lose You;drake;519
2017-04-08;Since Way Back;drake;429
2017-04-08;Skepta Interlude;drake;801
2017-04-08;Trap Trap Trap;rick ross;729
2017-04-01;Heathens;twenty one pilots;732
2017-04-01;Caroline;amine;941
2017-04-01;Black Beatles;rae sremmurd;794
2017-04-01;Better Man;little big town;524
2017-04-01;Selfish;pnb rock;638
2017-04-01;Chantaje;shakira;852
2017-04-01;I Got You;bebe rexha;606
2017-04-01;Sober Saturday Night;chris young;477
2017-04-01;Today;brad paisley;347
2017-04-01;Comin Out Strong;future;628
2017-04-01;Dive;ed sheeran;761
2017-04-01;Happier;ed sheeran;522
2017-04-01;Regret In Your Tears;nicki minaj;764
2017-04-01;Changed It;nicki minaj;802
2017-04-01;Chanel;frank ocean;776
2017-04-01;Liability;lorde;608
2017-03-25;Side To Side;ariana grande;0.65
2017-03-25;All Time Low;jon bellion;584
2017-03-25;Star Of The Show;thomas rhett;691
2017-03-25;Used To This;future;618
2017-03-25;A Guy With A Girl;blake shelton;552
2017-03-25;How Would You Feel (Paean);ed sheeran;617
2017-03-25;New Man;ed sheeran;0.78
2017-03-25;Supermarket Flowers;ed sheeran;589
2017-03-25;What Do I Know?;ed sheeran;838
2017-03-25;Eraser;ed sheeran;0.64
2017-03-25;Hearts Don't Break Around Here;ed sheeran;604
2017-03-25;Barcelona;ed sheeran;747
2017-03-18;Treat You Better;shawn mendes;672
2017-03-18;No Heart;21 savage;906
2017-03-18;Love Me Now;john legend;416
2017-03-18;Not Nice;partynextdoor;598
2017-03-18;Cash Me Outside (#CashMeOutside);dj suede the remix god;981
2017-03-18;Love;lana del rey;0.32
2017-03-18;Make Love;gucci mane;972
2017-03-11;Broccoli;d.r.a.m.;886
2017-03-11;This Town;niall horan;0.69
2017-03-11;Seein' Red;dustin lynch;651
2017-03-11;Guys My Age;hey violet;688
2017-03-11;No Favors;big sean;0.58
2017-03-11;Dancing On My Own;calum scott;673
2017-03-11;Rent Money;future;694
2017-03-11;Super Trapper;future;816
2017-03-11;Zoom;future;852
2017-03-04;Starving;hailee steinfeld;712
2017-03-04;Juju On That Beat (TZ Anthem);zay hilfigerrr;807
2017-03-04;Wanna Be That Song;brett eldredge;unknown
2017-03-04;Sex With Me;rihanna;619
2017-03-04;Way Down We Go;kaleo;0.59
2017-03-04;Some Kind Of Drug;g-eazy;586
2017-03-04;Bom Bidi Bom;nick jonas;0.71
2017-03-04;Helium;sia;542
2017-03-04;Heroe Favorito;romeo santos;799
2017-03-04;Everything 1K;kodak black;517
2017-02-25;Cheap Thrills;sia;628
2017-02-25;Don't Let Me Down;the chainsmokers;532
2017-02-25;Bad Romance;lady gaga;697
2017-02-25;The Greatest;sia;668
2017-02-25;HandClap;fitz and the tantrums;636
2017-02-25;80s Mercedes;maren morris;485
2017-02-25;OTW;dj luke nasty;743
2017-02-25;Kelly Price;migos;745
2017-02-25;Sacrifices;big sean;0.77
2017-02-25;Halfway Off The Balcony;big sean;529
2017-02-25;Jump Out The Window;big sean;745
2017-02-25;Owe Me;big sean;611
2017-02-25;Beauty And The Beast;ariana grande;484
2017-02-25;I Don't;mariah carey;641
2017-02-25;Now & Later;sage the gemini;781
2017-02-25;Light;big sean;578
2017-02-18;Blue Ain't Your Color;keith urban;686
2017-02-18;X;21 savage;835
2017-02-18;Fresh Eyes;andy grammer;822
2017-02-18;Dirty Laundry;carrie underwood;456
2017-02-18;Alone;marshmello;636
2017-02-18;If The Boot Fits;granger smith;528
2017-02-18;Call Casting;migos;852
2017-02-18;Run Up;major lazer;803
2017-02-18;I'm Better;missy elliott;926
2017-02-18;Get Right Witcha;migos;0.95
2017-02-18;Culture;migos;815
2017-02-11;Cold Water;major lazer;602
2017-02-11;Chill Bill;rob $tone;886
2017-02-11;Song For Another Time;old dominion;497
2017-02-11;Sneakin';drake;804
2017-02-11;Say It;flume;482
2017-02-11;Water;ugly god;0.8
2017-02-11;Love On The Weekend;john mayer;718
2017-02-11;Running Back;wale;587
2017-02-04;You Was Right;lil uzi vert;843
2017-02-04;In The Name Of Love;martin garrix;501
2017-02-04;All We Know;the chainsmokers;662
2017-02-04;My Sh*t;a boogie wit da hoodie;812
2017-02-04;Neighbors;j. cole;894
2017-02-04;Just Hold On;steve aoki;647
2017-02-04;Red Opps;21 savage;703
2017-02-04;Parachute;chris stapleton;639
2017-02-04;Timeless;a boogie wit da hoodie;569
2017-02-04;Beibs In The Trap;travis scott;743
2017-02-04;Not Afraid Anymore;halsey;552
2017-01-28;I Hate U I Love U;gnash;492
2017-01-28;OOOUUU;young m.a;0.64
2017-01-28;May We All;florida georgia line;488
2017-01-28;Sleep Without You;brett young;632
2017-01-28;What They Want;russ;0.71
2017-01-28;Immortal;j. cole;713
2017-01-28;Drinkin' Too Much;sam hunt;417
2017-01-17;Unsteady;x ambassadors;598
2017-01-17;Too Much Sauce;dj esco;0.96
2017-01-17;How I'll Always Be;tim mcgraw;456
2017-01-17;Hallelujah;pentatonix;321
2017-01-17;Key To The Streets;yfn lucci;0.77
2017-01-17;Shaky Shaky;daddy yankee;892
2017-01-17;We Know The Way;opetaia foa'i;701
2017-01-14;Careless Whisper;wham!;651
2017-01-14;Faith;george michael;887
2017-01-14;Pick Up The Phone;young thug and travis scott;706
